date,weekday,high_f,low_f,precip_in,cloud_pct,sunrise,sunset,conditions
2015-12-05,Sat,54,34,0.0,0,7:07 AM,4:55 PM,Clear
2015-12-06,Sun,56,35,0.0,37,7:08 AM,4:55 PM,Overcast
2015-12-07,Mon,52,40,0.11,81,7:08 AM,4:55 PM,Drizzle
2015-12-08,Tue,56,39,0.0,46,7:09 AM,4:55 PM,Overcast
2015-12-09,Wed,60,42,0.0,78,7:10 AM,4:55 PM,Overcast
2015-12-10,Thu,64,45,0.03,33,7:11 AM,4:55 PM,Light drizzle
2015-12-11,Fri,68,52,0.0,60,7:12 AM,4:55 PM,Overcast
2015-12-12,Sat,72,54,0.0,60,7:12 AM,4:55 PM,Overcast
2015-12-13,Sun,71,54,0.0,84,7:13 AM,4:55 PM,Overcast
2015-12-14,Mon,72,60,0.16,96,7:14 AM,4:56 PM,Light rain
2015-12-15,Tue,69,53,0.0,7,7:15 AM,4:56 PM,Partly cloudy
2015-12-16,Wed,60,45,0.0,6,7:15 AM,4:56 PM,Mostly clear
2015-12-17,Thu,62,50,0.75,98,7:16 AM,4:57 PM,Rain
2015-12-18,Fri,56,40,0.26,68,7:16 AM,4:57 PM,Light rain
2015-12-19,Sat,45,33,0.0,0,7:17 AM,4:57 PM,Clear
2015-12-20,Sun,51,30,0.0,38,7:18 AM,4:58 PM,Overcast
2015-12-21,Mon,58,39,0.0,99,7:18 AM,4:58 PM,Overcast
2015-12-22,Tue,67,54,0.5,100,7:19 AM,4:59 PM,Rain
2015-12-23,Wed,71,61,0.85,100,7:19 AM,4:59 PM,Rain
2015-12-24,Thu,76,68,0.12,100,7:20 AM,5:00 PM,Light rain
2015-12-25,Fri,74,67,0.06,88,7:20 AM,5:00 PM,Light drizzle
2015-12-26,Sat,67,62,0.0,89,7:20 AM,5:01 PM,Light drizzle
2015-12-27,Sun,74,63,0.0,75,7:21 AM,5:02 PM,Overcast
2015-12-28,Mon,66,52,0.09,100,7:21 AM,5:02 PM,Drizzle
2015-12-29,Tue,74,54,0.28,91,7:21 AM,5:03 PM,Light rain
2015-12-30,Wed,67,62,1.28,97,7:21 AM,5:04 PM,Rain
2015-12-31,Thu,68,56,0.35,100,7:22 AM,5:04 PM,Heavy drizzle
